y	income	price1	price2	price3	price4	catch1	catch2	catch3	catch4
1	12500	47.4	157.9	176.4	47.4	0.2537	0.0233	0.0219	0.1498
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0897	1.0905	0.0789
2	12500	252.6	47.4	82.4	252.6	0.0678	0.0102	0.0209	0.0789
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0143	0.0289	0.0503
2	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0108	0.2377	0.0025
2	3750	160.8	15.9	45.4	160.8	0.0678	0.0143	0.0289	0.0503
2	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0559	0.6456	0.0789
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0102	0.0209	0.0789
3	8750	180.6	33.9	68.9	180.6	0.0678	0.0102	0.0209	0.0789
1	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
3	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0897	1.0905	0.0789
2	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0102	0.0209	0.0789
2	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0102	0.0209	0.0789
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0143	0.0289	0.0503
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0108	0.2377	0.0025
2	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0102	0.0209	0.0789
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0143	0.0289	0.0503
3	6250	132.6	24.9	59.9	132.6	0.0678	0.0897	1.0905	0.0789
3	1250	36.6	6.9	41.9	36.6	0.0678	0.0559	0.6456	0.0789
3	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0102	0.0209	0.0789
1	2916.7	12.9	42.9	61.4	12.9	0.2537	0.2339	0.6288	0.1498
4	12500	47.4	157.9	176.4	47.4	0.2537	0.2339	0.6288	0.1498
1	7083.3	27.9	92.9	111.4	27.9	0.2537	0.2339	0.6288	0.1498
4	4583.3	18.9	62.9	81.4	18.9	0.2537	0.2339	0.6288	0.1498
3	3750	160.8	15.9	45.4	160.8	0.0678	0.0016	0.1176	0.0503
3	7916.7	164.6	30.9	65.9	164.6	0.0678	0.0897	1.0905	0.0789
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0143	0.0289	0.0503
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0102	0.0209	0.0789
3	6250	24.9	172.4	197.4	24.9	0.2537	0.6817	2.3014	0.1498
1	2916.7	12.9	42.9	61.4	12.9	0.2537	0.0082	0.0044	0.1498
2	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0897	1.0905	0.0789
4	8750	33.9	112.9	131.4	33.9	0.2537	0.2339	0.6288	0.1498
2	6250	252	24.9	54.4	252	0.0678	0.0016	0.1176	0.0503
2	6250	252	24.9	54.4	252	0.0678	0.0143	0.0289	0.0503
4	6250	24.9	82.9	101.4	24.9	0.2537	0.2339	0.6288	0.1498
2	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0559	0.6456	0.0789
3	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0559	0.6456	0.0789
2	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0559	0.6456	0.0789
4	1250	6.9	22.9	41.4	6.9	0.2537	0.0233	0.0219	0.1498
4	3750	15.9	68.8	87.3	15.9	0.2537	0.0233	0.0219	0.1498
2	4583.3	221.4	18.9	48.4	221.4	0.0678	0.0143	0.0289	0.0503
1	7083.3	27.9	120.8	139.3	27.9	0.2537	0.0233	0.0219	0.1498
1	2083.3	9.9	42.8	61.3	9.9	0.2537	0.0233	0.0219	0.1498
4	2083.3	9.9	42.8	61.3	9.9	0.2537	0.2339	0.6288	0.1498
4	3750	15.9	68.8	87.3	15.9	0.2537	0.0233	0.0219	0.1498
1	4583.3	18.9	81.8	100.3	18.9	0.2537	0.2339	0.6288	0.1498
3	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0102	0.0209	0.0789
1	5416.7	21.9	72.9	91.4	21.9	0.2537	0.2339	0.6288	0.1498
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.2339	0.6288	0.1498
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.0233	0.0219	0.1498
3	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0897	1.0905	0.0789
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0108	0.2377	0.0025
3	6250	132.6	24.9	59.9	132.6	0.0678	0.0897	1.0905	0.0789
3	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0559	0.6456	0.0789
2	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
3	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0102	0.0209	0.0789
2	8750	180.6	33.9	68.9	180.6	0.0678	0.0559	0.6456	0.0789
3	2916.7	130.4	12.9	42.4	130.4	0.0678	0.0016	0.1176	0.0503
2	5416.7	221.6	21.9	51.4	221.6	0.0678	0.0143	0.0289	0.0503
4	9583.3	36.9	122.9	141.4	36.9	0.2537	0.2339	0.6288	0.1498
2	4583.3	191.2	18.9	48.4	191.2	0.0678	0.0732	0.1726	0.0052
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0102	0.0209	0.0789
4	7916.7	30.9	102.9	121.4	30.9	0.2537	0.2339	0.6288	0.1498
2	7083.3	282.4	27.9	57.4	282.4	0.0678	0.0143	0.0289	0.0503
2	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0559	0.6456	0.0789
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
3	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0897	1.0905	0.0789
2	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0559	0.6456	0.0789
4	4583.3	18.9	62.9	81.4	18.9	0.2537	0.0233	0.0219	0.1498
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
2	4583.3	100.6	18.9	53.9	100.6	0.0678	0.0108	0.2377	0.0025
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
3	1250	6.9	47.6	72.6	6.9	0.2537	0.6817	2.3014	0.1498
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0102	0.0209	0.0789
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0102	0.0209	0.0789
1	4583.3	18.9	62.9	81.4	18.9	0.2537	0.2339	0.6288	0.1498
3	3750	160.8	15.9	45.4	160.8	0.0678	0.0732	0.1726	0.0052
4	3750	15.9	52.9	71.4	15.9	0.2537	0.0233	0.0219	0.1498
2	2083.3	100	9.9	39.4	100	0.0678	0.0143	0.0289	0.0503
4	2083.3	9.9	32.9	51.4	9.9	0.2537	0.0233	0.0219	0.1498
4	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.2339	0.6288	0.1498
3	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0559	0.6456	0.0789
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.0233	0.0219	0.1498
2	8750	180.6	33.9	68.9	180.6	0.0678	0.0102	0.0209	0.0789
3	1250	36.6	6.9	41.9	36.6	0.0678	0.0559	0.6456	0.0789
2	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0897	1.0905	0.0789
2	3750	84.6	15.9	50.9	84.6	0.0678	0.0102	0.0209	0.0789
1	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
2	7083.3	148.6	27.9	62.9	148.6	0.0678	0.0102	0.0209	0.0789
3	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0102	0.0209	0.0789
1	3750	15.9	52.9	71.4	15.9	0.2537	0.2339	0.6288	0.1498
2	11250	228.6	42.9	77.9	228.6	0.0678	0.0102	0.0209	0.0789
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0559	0.6456	0.0789
3	2083.3	52.6	9.9	44.9	52.6	0.0678	0.0559	0.6456	0.0789
2	3750	160.8	15.9	45.4	160.8	0.0678	0.0143	0.0289	0.0503
2	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0102	0.0209	0.0789
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0897	1.0905	0.0789
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.0233	0.0219	0.1498
2	5416.7	221.6	21.9	51.4	221.6	0.0678	0.1082	0.324	0.0503
3	2916.7	68.6	12.9	47.9	68.6	0.0678	0.0108	0.2377	0.0025
1	2083.3	9.9	32.9	51.4	9.9	0.2537	0.2339	0.6288	0.1498
4	2916.7	12.9	42.9	61.4	12.9	0.2537	0.0233	0.0219	0.1498
4	416.7	3.9	12.9	31.4	3.9	0.2537	0.2339	0.6288	0.1498
3	5416.7	116.6	21.9	56.9	116.6	0.0678	0.0102	0.0209	0.0789
3	3750	84.6	15.9	50.9	84.6	0.0678	0.0559	0.6456	0.0789
1	2083.3	9.9	32.9	51.4	9.9	0.2537	0.0233	0.0219	0.1498
4	2083.3	9.9	32.9	51.4	9.9	0.2537	0.0233	0.0219	0.1498
3	5416.7	43.7	52.5	71	43.7	0.2537	0.2339	0.6288	0.1498
3	6250	107.8	49.7	84.7	107.8	0.0678	0.0559	0.6456	0.0789
2	2083.3	78.3	42.8	77.8	78.3	0.5333	0.0361	0.4216	0.0069
3	7083.3	120.8	55.7	90.7	120.8	0.0678	0.0897	1.0905	0.0789
3	5416.7	94.8	43.7	78.7	94.8	0.0678	0.0108	0.2377	0.0025
3	4583.3	81.8	37.7	72.7	81.8	0.0678	0.0559	0.6456	0.0789
3	3750	134.4	31.7	61.2	134.4	0.0678	0.1082	0.324	0.0503
3	2916.7	55.8	25.7	60.7	55.8	0.0678	0.0102	0.0209	0.0789
2	5416.7	94.8	43.7	78.7	94.8	0.0678	0.0897	1.0905	0.0789
4	5416.7	43.7	52.5	71	43.7	0.2537	0.2339	0.6288	0.1498
2	5416.7	94.8	43.7	78.7	94.8	0.0678	0.0559	0.6456	0.0789
3	4583.3	81.8	37.7	72.7	81.8	0.0678	0.0102	0.0209	0.0789
3	6250	107.8	49.7	84.7	107.8	0.0678	0.0559	0.6456	0.0789
3	2916.7	109	25.7	55.2	109	0.0678	0.0143	0.0289	0.0503
4	2916.7	25.7	30.9	49.4	25.7	0.2537	0.0082	0.0044	0.1498
2	2916.7	109	25.7	55.2	109	0.0678	0.0732	0.1726	0.0052
3	5416.7	94.8	43.7	78.7	94.8	0.0678	0.0102	0.0209	0.0789
1	3750	125.9	68.8	103.8	125.9	0.5333	0.2413	1.0266	0.4522
3	3750	68.8	31.7	66.7	68.8	0.0678	0.0897	1.0905	0.0789
2	4583.3	159.8	37.7	67.2	159.8	0.0678	0.0143	0.0289	0.0503
3	4583.3	81.8	37.7	72.7	81.8	0.0678	0.0108	0.2377	0.0025
2	3750	68.8	31.7	66.7	68.8	0.0678	0.0108	0.2377	0.0025
3	6250	107.8	49.7	84.7	107.8	0.0678	0.0559	0.6456	0.0789
2	5416.7	94.8	43.7	78.7	94.8	0.0678	0.0108	0.2377	0.0025
2	1250	29.8	13.7	48.7	29.8	0.0678	0.0559	0.6456	0.0789
2	2916.7	109	25.7	55.2	109	0.0678	0.0143	0.0289	0.0503
2	1250	42.6	6.9	41.9	42.6	0.0678	0.0102	0.0209	0.0789
3	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0559	0.6456	0.0789
2	2083.3	115.8	9.9	39.4	115.8	0.0678	0.0143	0.0289	0.0503
2	6250	154.2	24.9	59.9	154.2	0.0678	0.0897	1.0905	0.0789
3	1250	42.6	6.9	41.9	42.6	0.0678	0.0559	0.6456	0.0789
1	6250	24.9	107.8	126.3	24.9	0.2537	0.0082	0.0044	0.1498
3	3750	186.2	15.9	45.4	186.2	0.0678	0.0732	0.1726	0.0052
3	2083.3	61.2	9.9	44.9	61.2	0.0678	0.0559	0.6456	0.0789
4	2916.7	12.9	55.8	74.3	12.9	0.2537	0.2339	0.6288	0.1498
3	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0559	0.6456	0.0789
1	7083.3	27.9	120.8	139.3	27.9	0.2537	0.2339	0.6288	0.1498
3	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0897	1.0905	0.0789
2	12500	555.8	47.4	76.9	555.8	0.0678	0.0143	0.0289	0.0503
2	1250	80.6	6.9	36.4	80.6	0.0678	0.0143	0.0289	0.0503
2	10416.7	467.8	39.9	69.4	467.8	0.0678	0.0143	0.0289	0.0503
1	9583.3	36.9	159.8	178.3	36.9	0.2537	0.2339	0.6288	0.1498
1	2916.7	12.9	55.8	74.3	12.9	0.2537	0.0082	0.0044	0.1498
1	1250	6.9	29.8	48.3	6.9	0.2537	0.0233	0.0219	0.1498
3	2083.3	115.8	9.9	39.4	115.8	0.0678	0.1082	0.324	0.0503
1	2916.7	12.9	55.8	74.3	12.9	0.2537	0.2339	0.6288	0.1498
2	6250	154.2	24.9	59.9	154.2	0.0678	0.0102	0.0209	0.0789
2	4583.3	117	18.9	53.9	117	0.0678	0.0102	0.0209	0.0789
1	2916.7	12.9	55.8	74.3	12.9	0.2537	0.2339	0.6288	0.1498
4	416.7	3.9	16.8	35.3	3.9	0.2537	0.0233	0.0219	0.1498
3	6250	154.2	24.9	59.9	154.2	0.0678	0.0559	0.6456	0.0789
1	7916.7	30.9	133.8	152.3	30.9	0.2537	0.0233	0.0219	0.1498
4	416.7	3.9	16.8	35.3	3.9	0.2537	0.0626	0.2773	0.0014
3	5416.7	135.6	21.9	56.9	135.6	0.0678	0.0102	0.0209	0.0789
3	4583.3	117	18.9	53.9	117	0.0678	0.0102	0.0209	0.0789
3	4583.3	117	18.9	53.9	117	0.0678	0.0897	1.0905	0.0789
2	12500	555.8	47.4	76.9	555.8	0.0678	0.0732	0.1726	0.0052
3	4583.3	117	18.9	53.9	117	0.0678	0.0102	0.0209	0.0789
2	8750	210	33.9	68.9	210	0.0678	0.0102	0.0209	0.0789
2	3750	98.4	15.9	50.9	98.4	0.0678	0.0559	0.6456	0.0789
2	2083.3	115.8	9.9	39.4	115.8	0.0678	0.0143	0.0289	0.0503
3	1250	80.6	6.9	36.4	80.6	0.0678	0.1082	0.324	0.0503
3	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0102	0.0209	0.0789
1	6250	24.9	107.8	126.3	24.9	0.2537	0.0233	0.0219	0.1498
2	2916.7	151	12.9	42.4	151	0.0678	0.1082	0.324	0.0503
2	5416.7	256.6	21.9	51.4	256.6	0.0678	0.0143	0.0289	0.0503
2	3750	98.4	15.9	50.9	98.4	0.0678	0.0559	0.6456	0.0789
4	2916.7	12.9	55.8	74.3	12.9	0.2537	0.2339	0.6288	0.1498
1	5416.7	21.9	94.8	113.3	21.9	0.2537	0.0233	0.0219	0.1498
2	2083.3	115.8	9.9	39.4	115.8	0.0678	0.1082	0.324	0.0503
3	5416.7	135.6	21.9	56.9	135.6	0.0678	0.0102	0.0209	0.0789
3	5416.7	135.6	21.9	56.9	135.6	0.0678	0.0559	0.6456	0.0789
4	6250	24.9	107.8	126.3	24.9	0.2537	0.2339	0.6288	0.1498
3	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0897	1.0905	0.0789
2	416.7	24	3.9	38.9	24	0.0678	0.0559	0.6456	0.0789
3	3750	98.4	15.9	50.9	98.4	0.0678	0.0102	0.0209	0.0789
2	4583.3	221.4	18.9	48.4	221.4	0.0678	0.0143	0.0289	0.0503
3	2916.7	12.9	53.2	78.2	12.9	0.2537	0.6817	2.3014	0.1498
2	1250	80.6	6.9	36.4	80.6	0.0678	0.0732	0.1726	0.0052
2	5416.7	256.6	21.9	51.4	256.6	0.0678	0.0143	0.0289	0.0503
2	1250	80.6	6.9	36.4	80.6	0.0678	0.0143	0.0289	0.0503
4	2916.7	12.9	55.8	74.3	12.9	0.2537	0.2339	0.6288	0.1498
3	2083.3	115.8	115.8	140.8	115.8	0.0678	0.2601	0.5391	0.0503
1	3750	15.9	68.8	87.3	15.9	0.2537	0.2339	0.6288	0.1498
2	8750	397.4	33.9	63.4	397.4	0.0678	0.0143	0.0289	0.0503
2	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0102	0.0209	0.0789
3	1250	42.6	6.9	41.9	42.6	0.0678	0.0559	0.6456	0.0789
2	5416.7	256.6	21.9	51.4	256.6	0.0678	0.1082	0.324	0.0503
4	416.7	3.9	16.8	35.3	3.9	0.2537	0.0233	0.0219	0.1498
4	5416.7	21.9	94.8	113.3	21.9	0.2537	0.0233	0.0219	0.1498
2	2916.7	79.8	12.9	47.9	79.8	0.0678	0.0559	0.6456	0.0789
2	7083.3	327	27.9	57.4	327	0.0678	0.0143	0.0289	0.0503
2	416.7	45.4	3.9	33.4	45.4	0.0678	0.0022	0.324	0.0503
2	2916.7	175.9	121.8	146.8	175.9	0.2537	0.6817	2.3014	0.1498
1	1250	31.1	70.5	105.5	31.1	0.5333	0.0156	0.0058	0.4522
2	1250	35.7	31.1	56.1	35.7	0.2537	0.6817	2.3014	0.1498
1	2916.7	121.8	203.3	238.3	121.8	0.5333	0.0156	0.0058	0.4522
3	2916.7	175.9	121.8	146.8	175.9	0.2537	0.6817	2.3014	0.1498
4	2083.3	93.4	155.9	190.9	93.4	0.5333	0.2413	1.0266	0.4522
2	7083.3	224.8	245.3	270.3	224.8	0.2537	0.6817	2.3014	0.1498
3	3750	128	139.7	164.7	128	0.2537	0.6817	2.3014	0.1498
3	2083.3	57.2	9.9	34.9	57.2	0.2537	0.0531	0.0052	0.1498
2	416.7	22.4	3.9	28.9	22.4	0.2537	0.7369	2.3101	0.1498
3	2916.7	74.6	12.9	37.9	74.6	0.2537	0.6817	2.3014	0.1498
2	6250	144.2	24.9	49.9	144.2	0.2537	0.0531	0.0052	0.1498
1	2083.3	9.9	121.7	156.7	9.9	0.5333	0.2413	1.0266	0.4522
3	416.7	22.4	3.9	28.9	22.4	0.2537	0.6817	2.3014	0.1498
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.7369	2.3101	0.1498
1	2083.3	9.9	121.7	156.7	9.9	0.5333	0.2413	1.0266	0.4522
4	4583.3	18.9	232.7	267.7	18.9	0.5333	0.2413	1.0266	0.4522
2	7083.3	161.6	27.9	52.9	161.6	0.2537	0.0531	0.0052	0.1498
3	2083.3	57.2	9.9	34.9	57.2	0.2537	0.6817	2.3014	0.1498
3	4583.3	109.4	18.9	43.9	109.4	0.2537	0.0531	0.0052	0.1498
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.0531	0.0052	0.1498
2	416.7	22.4	3.9	28.9	22.4	0.2537	0.6817	2.3014	0.1498
4	416.7	3.9	47.7	82.7	3.9	0.5333	0.2413	1.0266	0.4522
1	416.7	3.9	47.7	82.7	3.9	0.5333	0.2413	1.0266	0.4522
2	2083.3	57.2	9.9	34.9	57.2	0.2537	0.6817	2.3014	0.1498
2	7083.3	161.6	27.9	52.9	161.6	0.2537	0.6817	2.3014	0.1498
1	3750	15.9	195.7	230.7	15.9	0.5333	0.0156	0.0058	0.4522
4	2916.7	12.9	158.7	193.7	12.9	0.5333	0.2413	1.0266	0.4522
4	2083.3	9.9	121.7	156.7	9.9	0.5333	0.2413	1.0266	0.4522
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.0531	0.0052	0.1498
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.7369	2.3101	0.1498
2	2083.3	57.2	9.9	34.9	57.2	0.2537	0.0531	0.0052	0.1498
2	2083.3	176.3	57.2	86.7	176.3	0.0678	0.0143	0.0289	0.0503
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.6817	2.3014	0.1498
4	2083.3	9.9	121.7	156.7	9.9	0.5333	0.2413	1.0266	0.4522
3	2916.7	74.6	12.9	37.9	74.6	0.2537	0.6817	2.3014	0.1498
4	1250	6.9	84.7	119.7	6.9	0.5333	0.2413	1.0266	0.4522
2	1250	39.8	6.9	31.9	39.8	0.2537	0.0531	0.0052	0.1498
3	3750	92	15.9	40.9	92	0.2537	0.6817	2.3014	0.1498
2	3750	283.5	92	121.5	283.5	0.0678	0.0143	0.0289	0.0503
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.6817	2.3014	0.1498
2	2916.7	74.6	12.9	37.9	74.6	0.2537	0.0531	0.0052	0.1498
3	2083.3	57.2	9.9	34.9	57.2	0.2537	0.6817	2.3014	0.1498
3	3750	195.7	92	127	195.7	0.0678	0.0559	0.6456	0.0789
4	2083.3	9.9	121.7	156.7	9.9	0.5333	0.2413	1.0266	0.4522
2	6250	144.2	24.9	49.9	144.2	0.2537	0.6817	2.3014	0.1498
2	6250	144.2	24.9	49.9	144.2	0.2537	0.6817	2.3014	0.1498
2	4583.3	109.4	18.9	43.9	109.4	0.2537	0.0531	0.0052	0.1498
2	1250	39.8	6.9	31.9	39.8	0.2537	0.0531	0.0052	0.1498
2	2083.3	57.2	9.9	34.9	57.2	0.2537	0.0531	0.0052	0.1498
1	7083.3	27.9	343.7	378.7	27.9	0.5333	0.2413	1.0266	0.4522
3	3750	92	15.9	40.9	92	0.2537	0.6817	2.3014	0.1498
2	3750	92	15.9	40.9	92	0.2537	0.6817	2.3014	0.1498
2	4583.3	15.1	213.9	248.9	15.1	0.5333	0.0361	0.4216	0.0069
4	2083.3	7.9	111.9	146.9	7.9	0.5333	0.0156	0.0058	0.4522
1	3750	12.7	179.9	214.9	12.7	0.5333	0.0051	1.0266	0.4522
2	1250	33	5.5	30.5	33	0.2537	0.7369	2.3101	0.1498
2	2083.3	47.4	7.9	32.9	47.4	0.2537	0.6817	2.3014	0.1498
1	6250	19.9	281.9	316.9	19.9	0.5333	0.2413	1.0266	0.4522
2	3750	76.2	12.7	37.7	76.2	0.2537	0.7369	2.3101	0.1498
2	2083.3	47.4	7.9	32.9	47.4	0.2537	0.7369	2.3101	0.1498
2	7083.3	133.8	22.3	47.3	133.8	0.2537	0.6817	2.3014	0.1498
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
2	12500	227.4	37.9	62.9	227.4	0.2537	0.0531	0.0052	0.1498
1	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
2	4583.3	90.6	15.1	40.1	90.6	0.2537	0.7369	2.3101	0.1498
3	4583.3	90.6	15.1	40.1	90.6	0.2537	0.6817	2.3014	0.1498
1	4583.3	15.1	213.9	248.9	15.1	0.5333	0.2413	1.0266	0.4522
1	2916.7	10.3	145.9	180.9	10.3	0.5333	0.2413	1.0266	0.4522
3	7083.3	133.8	22.3	47.3	133.8	0.2537	0.0531	0.0052	0.1498
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.7369	2.3101	0.1498
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
1	4583.3	15.1	213.9	248.9	15.1	0.5333	0.2413	1.0266	0.4522
2	1250	33	5.5	30.5	33	0.2537	0.6817	2.3014	0.1498
2	8750	162.6	27.1	52.1	162.6	0.2537	0.7369	2.3101	0.1498
2	3750	76.2	12.7	37.7	76.2	0.2537	0.7369	2.3101	0.1498
4	1250	77.9	115.9	144.9	77.9	0.0678	0.0014	0.0029	0.0789
1	5416.7	17.5	247.9	282.9	17.5	0.5333	0.0156	0.0058	0.4522
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
2	5416.7	105	17.5	42.5	105	0.2537	0.6817	2.3014	0.1498
3	2083.3	47.4	7.9	32.9	47.4	0.2537	0.6817	2.3014	0.1498
2	5416.7	150.2	45.2	70.2	150.2	0.2537	0.6817	2.3014	0.1498
1	2916.7	26.6	172.5	207.5	26.6	0.5333	0.2413	1.0266	0.4522
3	2916.7	88.4	26.6	51.6	88.4	0.2537	0.6817	2.3014	0.1498
2	4583.3	129.6	39	64	129.6	0.2537	0.6817	2.3014	0.1498
3	2083.3	132.3	67.8	102.8	132.3	0.0678	0.0559	0.6456	0.0789
4	2916.7	26.6	172.5	207.5	26.6	0.5333	0.2413	1.0266	0.4522
1	1250	14.2	92.1	127.1	14.2	0.5333	0.2413	1.0266	0.4522
3	1250	47.2	14.2	39.2	47.2	0.2537	0.6817	2.3014	0.1498
3	3750	109	32.8	57.8	109	0.2537	0.6817	2.3014	0.1498
4	2083.3	20.4	132.3	167.3	20.4	0.5333	0.0156	0.0058	0.4522
3	2916.7	88.4	26.6	51.6	88.4	0.2537	0.6817	2.3014	0.1498
2	4583.3	129.6	39	64	129.6	0.2537	0.7369	2.3101	0.1498
2	2916.7	88.4	26.6	51.6	88.4	0.2537	0.0531	0.0052	0.1498
1	3750	32.8	212.7	247.7	32.8	0.5333	0.1665	0.3975	0.4522
2	2916.7	88.4	26.6	51.6	88.4	0.2537	0.6817	2.3014	0.1498
3	4583.3	129.6	39	64	129.6	0.2537	0.0531	0.0052	0.1498
2	3750	109	32.8	57.8	109	0.2537	0.6817	2.3014	0.1498
3	4583.3	129.6	39	64	129.6	0.2537	0.6817	2.3014	0.1498
4	2916.7	26.6	172.5	207.5	26.6	0.5333	0.2413	1.0266	0.4522
4	2916.7	26.6	172.5	207.5	26.6	0.5333	0.0156	0.0058	0.4522
3	4583.3	129.6	39	64	129.6	0.2537	0.6817	2.3014	0.1498
2	9583.3	253.2	76.2	101.2	253.2	0.2537	0.6817	2.3014	0.1498
2	3750	109	32.8	57.8	109	0.2537	0.0531	0.0052	0.1498
4	2083.3	20.4	132.3	167.3	20.4	0.5333	0.2413	1.0266	0.4522
2	1250	47.2	14.2	39.2	47.2	0.2537	0.0531	0.0052	0.1498
4	4583.3	39	252.9	287.9	39	0.5333	0.1665	0.3975	0.4522
2	4583.3	129.6	39	64	129.6	0.2537	0.6817	2.3014	0.1498
4	9583.3	76.2	494.1	529.1	76.2	0.5333	0.2413	1.0266	0.4522
1	416.7	8	51.9	86.9	8	0.5333	0.2413	1.0266	0.4522
4	2083.3	9.9	121.7	156.7	9.9	0.5333	0.0156	0.0058	0.4522
1	2083.3	14.5	62.5	81	14.5	0.2537	0.0233	0.0219	0.1498
4	416.7	2.3	55.5	90.5	2.3	0.5333	0.2413	1.0266	0.4522
2	1250	53.6	4.1	29.1	53.6	0.2537	0.6817	2.3014	0.1498
2	3750	123.8	9.5	34.5	123.8	0.2537	0.0531	0.0052	0.1498
3	2916.7	61.8	10.3	35.3	61.8	0.2537	0.0531	0.0052	0.1498
4	416.7	3.1	43.9	78.9	3.1	0.5333	0.2413	1.0266	0.4522
4	2083.3	7.9	111.9	146.9	7.9	0.5333	0.2413	1.0266	0.4522
2	3750	76.2	12.7	37.7	76.2	0.2537	0.7369	2.3101	0.1498
2	2083.3	47.4	7.9	32.9	47.4	0.2537	0.6817	2.3014	0.1498
3	416.7	18.6	3.1	28.1	18.6	0.2537	0.6817	2.3014	0.1498
3	1250	33	5.5	30.5	33	0.2537	0.0531	0.0052	0.1498
2	6250	119.4	19.9	44.9	119.4	0.2537	0.6817	2.3014	0.1498
2	2916.7	61.8	10.3	35.3	61.8	0.2537	0.6817	2.3014	0.1498
4	4583.3	15.1	213.9	248.9	15.1	0.5333	0.2413	1.0266	0.4522
4	2916.7	10.3	145.9	180.9	10.3	0.5333	0.1665	0.3975	0.4522
4	1250	5.5	77.9	112.9	5.5	0.5333	0.2413	1.0266	0.4522
3	1250	33	5.5	30.5	33	0.2537	0.6817	2.3014	0.1498
1	5416.7	17.5	247.9	282.9	17.5	0.5333	0.2413	1.0266	0.4522
2	1250	33	5.5	30.5	33	0.2537	0.0531	0.0052	0.1498
